ID_numb,MenuCode,Menu_Nail,Cost,Choice,Order,Filter1,Not US,Repeated excluding other filters,Repeated and same demographics,Repetitions-2,IP,Completed,Date,Latitud ,Longitud,Duration,FirstClick,LastClick,PageSubmit,ClickCount,2Alt_Asked,3AltAsked,4Alt_Asked,5Alt_Asked,6Alt_Asked,Binary_Timing - First Click,Binary_high_Timing - Last Click,Binary_high_Timing - Page Submit,Binary_high_Timing - Click Count,Binary1_menu,Binary1_choice,Binary1_order,Binary2_menu,Binary2_choice,Binary2_order,Binary3_menu,Binary3_choice,Binary3_order,Binary4_menu,Binary4_choice,Binary4_order,Binary5_menu,Binary5_choice,Binary5_order,Binary6_menu,Binary6_choice,Binary6_order,Binary7_menu,Binary7_choice,Binary7_order,Binary8_menu,Binary8_choice,Binary8_order,Binary9_menu,Binary9_choice,Binary9_order,Binary10_menu,Binary10_choice,Binary10_order,Gender,Age,Education,Ethnicity,Marital_status,Income,Employment,Pairwise Comparisons -Order,,First_Question
406,29,4,3,0,3,0,0,0,0,0,204.116.92.97,1,2018-08-25 16:42,34.63380432,-80.34970093,460,41.693,41.693,42.112,1,3,-,-,-,-,20.404,95.228,95.987,12,12,2,12,13,3,13,14,4,14,15,5,51,23,2,23,24,2,42,25,2,52,34,4,34,35,5,35,45,5,54,1,3,4,1,1,6,1,Q31|8|3-2|5|1-2|4|10|2-2|9|7|6,12,0
407,29,4,3,3,3,0,0,0,0,0,76.168.72.51,1,2018-08-25 16:43,33.92160034,-118.2453003,333,10.319,10.319,12.904,1,3,-,-,-,-,1.912,46.963,49.177,10,12,2,12,13,3,31,14,4,41,15,5,15,23,2,23,24,2,24,25,5,25,34,3,43,35,5,53,45,5,54,1,3,4,2,2,4,1,Q31|1-2|7|4|3-2|9|6|8|5|10|2-2,12,0
408,29,4,3,0,3,0,0,0,0,0,67.20.192.154,1,2018-08-26 11:19,42.7684021,-78.88710022,206,10.175,14.801,15.815,2,3,-,-,-,-,9.822,64.695,65.475,22,12,2,12,13,3,13,14,4,14,15,5,51,23,2,32,24,2,24,25,2,25,34,3,34,35,5,53,45,5,45,1,2,4,1,1,4,1,Q31|7|8|1-2|3-2|6|10|9|5|2-2|4,12,0
409,29,4,3,3,3,0,0,0,0,0,174.59.5.41,1,2018-08-26 11:22,40.56619263,-76.63379669,367,21.922,21.922,23.07,1,3,-,-,-,-,9.763,133.624,135.48,12,12,2,12,13,3,13,14,1,14,15,5,51,23,2,32,24,2,24,25,5,25,34,3,34,35,5,53,45,5,45,1,3,2,1,1,3,1,Q31|7|6|4|10|8|9|5|1-2|2-2|3-2,12,0
410,29,4,3,3,3,0,0,0,0,0,216.227.107.1,1,2018-08-26 11:23,46.87190247,-122.5737,451,44.822,45.699,46.353,2,3,-,-,-,-,13.626,131.624,133.74,12,12,1,21,13,3,31,14,1,14,15,5,51,23,2,23,24,2,24,25,2,52,34,3,34,35,3,53,45,5,45,1,3,2,1,2,6,2,Q31|1-2|7|10|6|2-2|4|3-2|8|9|5,12,0
411,29,4,3,0,3,0,0,1,0,1,69.203.194.105,1,2018-08-26 11:23,40.85960388,-73.93139648,116,4.078,4.447,5.22,2,3,-,-,-,-,2.407,26.735,28.085,10,12,2,21,13,3,13,14,4,41,15,5,15,23,2,32,24,4,24,25,5,52,34,3,34,35,5,35,45,5,45,0,2,5,4,1,12,1,Q31|1-2|9|5|3-2|2-2|8|7|10|6|4,12,0
412,29,4,3,0,3,0,0,0,0,0,99.203.20.55,1,2018-08-26 11:29,35.48320007,-78.67980194,326,1.544,6.813,7.436,4,3,-,-,-,-,1.486,119.84,120.82,59,12,2,21,13,3,31,14,4,14,15,5,15,23,3,32,24,2,24,25,2,25,34,3,43,35,5,53,45,5,54,1,2,2,1,1,1,2,Q31|8|4|6|5|1-2|9|2-2|10|3-2|7,12,0
413,29,4,3,0,3,0,0,0,0,0,108.35.207.4,1,2018-08-26 11:30,40.84609985,-74.59140015,404,12.236,15.755,16.652,3,3,-,-,-,-,7.844,72.269,74.273,23,12,2,21,13,3,13,14,4,14,15,5,15,23,2,32,24,2,24,25,2,25,34,3,34,35,5,53,45,5,45,1,2,5,6,1,7,1,Q31|1-2|10|5|9|7|6|3-2|8|4|2-2,12,0
414,29,4,3,3,3,0,0,0,0,0,173.170.40.248,1,2018-08-26 11:31,27.915802,-82.22899628,602,2.536,57.806,59.331,2,3,-,-,-,-,14.192,77.448,78.572,19,12,2,21,13,3,13,14,1,41,15,5,51,23,2,32,24,2,42,25,2,25,34,3,43,35,5,35,45,5,54,1,3,4,4,2,3,1,Q31|4|10|9|6|8|7|3-2|1-2|5|2-2,12,0
415,29,4,3,0,3,0,0,1,1,0,73.255.154.96,1,2018-08-26 11:41,26.97720337,-82.15540314,223,7.856,7.856,10.443,1,3,-,-,-,-,7.925,77.268,79.667,10,12,2,21,13,3,31,14,4,14,15,5,51,23,2,32,24,2,42,25,2,52,34,3,34,35,5,53,45,5,54,1,5,3,1,2,3,1,Q31|6|7|10|9|8|5|2-2|3-2|4|1-2,12,0
416,29,4,3,3,3,0,0,0,0,0,173.91.214.182,1,2018-08-26 12:23,41.17089844,-80.67990112,184,1.524,1.524,3.053,1,3,-,-,-,-,4.977,53.61,55.229,12,12,1,21,13,1,13,14,1,14,15,5,51,23,3,23,24,4,24,25,5,52,34,3,43,35,5,53,45,4,54,1,3,5,1,4,5,1,Q31|1-2|2-2|7|4|8|6|10|5|9|3-2,12,0
418,29,4,3,3,3,0,0,1,1,0,174.97.245.118,1,2018-08-26 13:28,39.46620178,-87.31479645,118,0.669,1.67,2.789,3,3,-,-,-,-,2.308,41.277,44.633,53,12,1,12,13,3,13,14,4,14,15,5,51,23,3,23,24,4,24,25,5,25,34,4,34,35,5,35,45,4,54,1,3,2,1,1,2,1,Q31|3-2|6|2-2|7|5|10|4|9|8|1-2,12,0
419,29,4,3,0,3,0,0,0,0,0,173.91.82.43,1,2018-08-28 11:30,41.9703064,-80.3125,201,0,0,18.764,0,3,-,-,-,-,6.311,66.91,67.848,11,12,2,12,13,3,31,14,1,14,15,5,15,23,2,32,24,2,24,25,5,25,34,3,34,35,5,53,45,5,54,0,2,5,1,1,5,1,Q31|1-2|8|6|3-2|2-2|7|10|4|9|5,12,0
420,29,4,3,0,3,0,0,0,0,0,216.36.11.149,1,2018-08-28 11:31,38.29069519,-76.52210236,180,0,0,9.578,0,3,-,-,-,-,6.45,44.952,48.165,11,12,2,21,13,3,13,14,1,14,15,5,51,23,2,23,24,2,42,25,2,52,34,3,43,35,5,53,45,5,45,1,1,3,1,1,4,5,Q31|2-2|9|4|8|10|6|5|7|1-2|3-2,12,0
421,29,4,3,0,3,0,0,0,0,0,73.208.106.43,1,2018-08-28 11:34,41.93099976,-88.00900269,314,8.189,8.189,9.901,1,3,-,-,-,-,19.23,133.019,134.678,10,12,2,12,13,3,13,14,1,14,15,5,15,23,2,23,24,2,24,25,2,25,34,3,34,35,5,35,45,5,45,0,3,4,1,2,11,1,Q31|4|7|6|3-2|1-2|2-2|8|9|10|5,21,1
422,29,4,3,3,3,0,0,0,0,0,68.170.242.87,1,2018-08-28 11:36,32.73849487,-81.61419678,232,82.796,82.796,84.946,1,3,-,-,-,-,5.662,51.139,51.986,10,12,2,21,13,3,13,14,4,14,15,5,51,23,2,23,24,2,42,25,2,25,34,3,34,35,5,53,45,5,54,0,3,4,1,2,11,4,Q31|1-2|4|3-2|9|10|6|8|7|5|2-2,21,1
423,29,4,3,0,3,0,0,0,0,0,99.203.118.136,1,2018-08-28 11:40,40.8309021,-73.90699768,107,0.559,0.559,1.078,1,3,-,-,-,-,0.996,60.201,62.292,70,12,2,21,13,3,31,14,1,41,15,5,51,23,2,32,24,2,24,25,5,25,34,3,34,35,5,35,45,4,54,1,2,4,4,1,3,1,Q31|10|7|1-2|4|8|2-2|9|6|3-2|5,12,0
424,29,4,3,3,3,0,0,0,0,0,64.203.205.175,1,2018-08-28 11:43,32.43890381,-80.74659729,739,123.355,137.917,140.119,2,3,-,-,-,-,19.661,61.891,63.427,10,12,2,21,13,3,31,14,4,41,15,5,51,23,2,23,24,2,42,25,2,25,34,3,43,35,3,35,45,5,54,0,3,4,1,2,3,4,Q31|8|4|3-2|1-2|9|2-2|5|7|10|6,12,0
425,29,4,3,0,3,0,0,0,0,0,66.168.194.54,1,2018-08-28 12:04,34.27310181,-83.89050293,262,0,0,54.383,0,3,-,-,-,-,2.72,53.839,55.142,11,12,2,21,13,3,31,14,4,41,15,5,15,23,3,32,24,4,24,25,2,52,34,3,34,35,5,35,45,5,45,0,3,4,1,2,5,1,Q31|7|2-2|3-2|6|1-2|10|5|4|8|9,12,0
426,29,4,3,3,3,0,0,0,0,0,24.30.110.246,1,2018-08-28 13:54,33.9335022,-84.39720154,341,43.258,43.258,44.686,1,3,-,-,-,-,3.846,72.947,73.893,10,12,2,12,13,3,31,14,4,14,15,5,15,23,2,23,24,2,24,25,2,25,34,3,34,35,5,53,45,5,54,1,4,4,1,2,12,1,Q31|1-2|5|8|9|2-2|7|6|10|4|3-2,21,1
427,29,4,3,0,3,0,0,0,0,0,24.238.100.245,1,2018-08-28 13:55,40.04910278,-75.22810364,211,10.43,10.43,11.532,1,3,-,-,-,-,5.311,57.044,58.162,10,12,2,21,13,3,31,14,4,14,15,5,51,23,2,32,24,2,42,25,2,25,34,3,43,35,5,35,45,5,45,0,3,4,3,1,6,1,Q31|10|8|4|2-2|6|9|5|7|1-2|3-2,12,0
428,29,4,3,0,3,0,0,0,0,0,66.244.80.125,1,2018-08-28 13:58,39.08360291,-86.43209839,143,0,0,3.881,0,3,-,-,-,-,2.112,49.88,52.181,10,12,2,21,13,1,13,14,1,41,15,5,15,23,2,32,24,2,24,25,2,52,34,3,34,35,5,35,45,5,54,0,1,3,6,1,3,3,Q31|6|3-2|1-2|8|7|10|9|5|4|2-2,12,0
429,29,4,3,0,3,0,0,0,0,0,66.8.236.90,1,2018-08-28 14:00,21.29829407,-157.7919006,167,17.349,17.349,18.553,1,3,-,-,-,-,3.108,53.39,54.215,10,12,2,21,13,3,13,14,4,41,15,5,15,23,2,23,24,2,42,25,5,25,34,3,34,35,3,35,45,5,45,1,3,3,4,1,2,2,Q31|2-2|1-2|8|7|5|4|10|3-2|9|6,21,1
430,29,4,3,3,3,0,0,0,0,0,172.112.205.245,1,2018-08-28 14:10,33.71099854,-118.0438004,235,9.663,10.968,14.45,2,3,-,-,-,-,2.815,63.553,65.336,11,12,2,21,13,3,31,14,4,41,15,5,51,23,3,23,24,4,24,25,5,52,34,4,34,35,3,35,45,5,54,0,4,3,1,2,9,1,Q31|9|5|4|3-2|6|2-2|8|1-2|7|10,12,0
431,29,4,3,0,3,0,0,0,0,0,71.34.17.228,1,2018-08-28 14:13,44.93739319,-93.22190094,153,0,0,15.482,0,3,-,-,-,-,3.124,45.961,46.451,14,12,2,12,13,3,13,14,4,41,15,5,51,23,3,32,24,4,24,25,5,52,34,4,43,35,3,53,45,5,45,0,3,2,1,1,7,1,Q31|8|3-2|7|5|4|6|10|2-2|1-2|9,12,0
432,29,4,3,0,3,0,0,0,0,0,67.180.248.137,1,2018-08-28 14:14,37.77720642,-122.493103,180,0,0,4.607,0,3,-,-,-,-,6.336,58.227,59.867,10,12,2,12,13,3,13,14,1,14,15,5,15,23,2,23,24,2,42,25,2,25,34,3,34,35,5,35,45,4,45,0,1,4,3,1,10,1,Q31|8|3-2|1-2|5|4|9|6|2-2|10|7,12,0
433,29,4,3,3,3,0,0,1,0,4,50.88.122.169,1,2018-08-28 14:15,28.24229431,-81.44560242,225,2.384,2.384,3.752,1,3,-,-,-,-,3.771,18.46,19.801,10,12,1,12,13,3,31,14,4,41,15,1,15,23,2,23,24,4,24,25,5,52,34,3,43,35,3,35,45,5,54,0,3,4,4,2,5,1,Q31|1-2|4|8|10|5|9|7|3-2|6|2-2,12,0
434,29,4,3,0,3,0,0,0,0,0,131.216.14.3,1,2018-08-28 14:18,36.17500305,-115.1371994,1560,21.466,21.466,22.764,1,3,-,-,-,-,0.757,1467.698,1468.195,37,12,2,12,13,3,13,14,1,14,15,5,15,23,2,23,24,2,24,25,2,52,34,3,34,35,5,35,45,5,45,1,2,5,1,2,8,1,Q31|3-2|6|5|1-2|4|7|2-2|9|10|8,21,1
435,29,4,3,0,3,0,0,0,0,0,74.94.126.97,1,2018-08-28 14:22,41.584198,-87.49559784,241,14.542,14.542,16.752,1,3,-,-,-,-,8.87,59.638,61.247,11,12,2,12,13,3,13,14,4,14,15,5,15,23,2,23,24,2,24,25,5,52,34,3,34,35,5,35,45,5,54,1,3,4,1,1,2,1,Q31|3-2|9|1-2|5|8|7|10|6|2-2|4,12,0
436,29,4,3,0,3,0,0,1,0,0,24.131.61.204,1,2018-08-28 14:23,33.91879272,-84.06780243,80,1.148,7.214,8.243,2,3,-,-,-,-,1.033,22.007,22.366,11,12,2,21,13,1,31,14,1,14,15,1,15,23,3,32,24,2,42,25,2,52,34,3,43,35,3,53,45,4,45,0,5,4,1,2,10,1,Q31|4|2-2|9|10|3-2|7|5|8|6|1-2,12,0
437,29,4,3,0,3,0,0,0,0,0,35.138.228.240,1,2018-08-28 14:23,28.15209961,-82.52300262,319,0,0,33.451,0,3,-,-,-,-,4.775,56.648,58.088,11,12,2,12,13,3,31,14,4,14,15,5,15,23,2,32,24,2,24,25,2,52,34,3,34,35,5,35,45,5,45,0,4,4,2,2,6,1,Q31|5|4|7|8|10|6|3-2|2-2|1-2|9,12,0
438,29,4,3,0,3,0,0,0,0,0,23.241.146.80,1,2018-08-28 14:25,34.08810425,-117.464798,251,0,0,16.685,0,3,-,-,-,-,5.354,63.262,64.203,10,12,2,12,13,3,31,14,4,14,15,5,15,23,3,23,24,2,42,25,2,52,34,3,34,35,5,35,45,5,54,1,2,4,4,1,6,1,Q31|6|5|1-2|2-2|3-2|4|10|8|9|7,12,0
439,29,4,3,3,3,0,0,0,0,0,75.100.39.90,1,2018-08-28 14:34,42.99249268,-89.56790161,767,0.864,1.82,3.377,2,3,-,-,-,-,1.382,248.807,250.319,45,12,2,21,13,3,13,14,4,14,15,5,51,23,3,23,24,4,24,25,5,52,34,4,43,35,3,53,45,4,45,0,2,4,1,1,7,1,Q31|7|3-2|9|1-2|8|10|5|2-2|6|4,12,0
440,29,4,3,3,3,0,0,0,0,0,174.24.24.61,1,2018-08-28 14:54,39.03520203,-104.6968002,399,4.797,4.797,8.994,1,3,-,-,-,-,6.226,55.141,56.746,10,12,2,21,13,3,31,14,4,41,15,5,15,23,2,32,24,2,42,25,2,25,34,3,34,35,5,53,45,5,45,0,3,5,1,2,11,1,Q31|9|5|3-2|8|7|4|10|6|2-2|1-2,21,1
441,29,4,3,0,3,0,0,1,0,0,70.166.250.126,1,2018-08-28 15:19,37.59779358,-97.3132019,81,0,0,3.513,0,3,-,-,-,-,1.273,21.112,23.857,12,12,1,12,13,1,13,14,1,14,15,1,15,23,3,32,24,4,42,25,5,52,34,3,34,35,5,53,45,4,45,0,2,4,1,2,7,1,Q31|1-2|5|10|7|8|3-2|9|4|2-2|6,21,1
442,29,4,3,3,3,0,0,1,1,0,24.55.2.43,1,2018-08-28 15:36,30.45489502,-97.75650024,91,3.935,3.935,5.1,1,3,-,-,-,-,1.576,23.975,25.06,11,12,2,21,13,3,13,14,4,14,15,5,15,23,3,32,24,4,42,25,5,52,34,4,43,35,5,35,45,4,45,1,2,4,4,1,3,1,Q31|3-2|10|4|6|8|1-2|5|2-2|9|7,12,0
443,29,4,3,0,3,0,0,0,0,0,155.186.129.22,1,2018-08-28 18:58,33.55470276,-84.18720245,414,61.67,61.67,62.792,1,3,-,-,-,-,10.695,96.23,97.416,14,12,2,12,13,3,31,14,4,41,15,5,15,23,2,23,24,2,24,25,2,52,34,3,34,35,5,35,45,5,54,0,4,4,3,1,5,1,Q31|2-2|4|10|5|1-2|3-2|8|7|9|6,21,1
444,29,4,3,0,3,0,0,0,0,0,107.5.88.103,1,2018-08-28 19:14,41.8934021,-84.06590271,312,9.955,31.894,43.515,3,3,-,-,-,-,2.25,57.357,57.872,30,12,2,12,13,1,31,14,4,41,15,5,15,23,2,23,24,2,42,25,5,52,34,3,34,35,3,53,45,5,54,1,2,3,2,1,4,5,Q31|6|4|5|10|8|9|7|1-2|2-2|3-2,12,0
445,29,4,3,0,3,0,0,0,0,0,50.48.204.155,1,2018-08-28 19:20,43.12989807,-77.60820007,259,9.309,20.4,22.144,2,3,-,-,-,-,5.736,110.678,112.722,13,12,1,12,13,1,31,14,4,41,15,5,51,23,3,32,24,4,42,25,5,25,34,4,34,35,3,53,45,4,54,0,3,4,1,2,5,1,Q31|1-2|4|7|6|3-2|8|10|2-2|9|5,12,0
446,29,4,3,3,3,0,0,0,0,0,23.119.50.61,1,2018-08-28 21:16,27.70199585,-97.3423996,382,75.86,75.86,79.908,1,3,-,-,-,-,2.792,140.024,140.789,74,12,2,21,13,3,31,14,1,41,15,5,15,23,2,32,24,2,24,25,2,52,34,3,34,35,3,53,45,5,54,1,3,4,2,1,3,1,Q31|2-2|10|7|3-2|8|6|4|9|1-2|5,21,1
447,29,4,3,3,3,0,0,0,0,0,65.96.106.178,1,2018-08-28 22:08,41.78999329,-72.87349701,127,1.591,1.591,2.517,1,3,-,-,-,-,2.643,47.368,48.846,13,12,1,12,13,3,31,14,4,41,15,5,51,23,3,32,24,4,42,25,5,25,34,4,34,35,3,53,45,4,54,0,3,4,1,2,8,1,Q31|1-2|7|8|10|9|6|3-2|2-2|4|5,12,0
448,29,4,3,0,3,0,0,0,0,0,173.89.48.81,1,2018-08-29 5:33,42.95129395,-87.94329834,79,0,0,6.609,0,3,-,-,-,-,3.856,35.534,37.525,11,12,2,21,13,3,13,14,1,41,15,5,15,23,2,23,24,2,24,25,2,25,34,3,34,35,5,53,45,5,54,1,2,4,1,1,11,1,Q31|2-2|8|10|3-2|4|7|6|5|9|1-2,21,1
449,29,4,3,3,3,0,1,0,0,0,212.58.102.68,1,2018-08-29 6:08,42,43.5,407,25.264,25.264,26.139,1,3,-,-,-,-,12.865,165.648,167.74,14,12,2,12,13,3,13,14,1,41,15,5,51,23,2,32,24,2,42,25,5,25,34,3,43,35,5,53,45,5,45,1,1,4,1,1,5,1,Q31|6|10|3-2|8|4|2-2|9|5|1-2|7,12,0
450,29,4,3,0,3,0,0,0,0,0,69.14.250.152,1,2018-08-29 6:29,42.59829712,-83.17849731,73,5.094,5.094,7.068,1,3,-,-,-,-,0.628,21.152,23.198,10,12,2,12,13,3,13,14,4,41,15,5,51,23,2,32,24,4,42,25,2,52,34,4,43,35,5,53,45,5,45,1,4,4,1,4,6,1,Q31|1-2|10|5|8|4|2-2|9|7|3-2|6,21,1
451,29,4,3,3,3,0,0,0,0,0,24.151.192.196,1,2018-08-29 8:06,34.79820251,-84.90820313,155,1.234,13.212,14.416,2,3,-,-,-,-,8.883,53.052,53.662,12,12,1,12,13,3,31,14,4,14,15,1,51,23,2,23,24,2,42,25,2,52,34,3,43,35,5,35,45,5,45,0,5,2,1,1,2,1,Q31|3-2|7|5|9|6|10|8|1-2|4|2-2,21,1
452,29,4,3,0,3,0,0,1,1,0,172.113.106.139,1,2018-08-29 12:43,33.91290283,-118.3439026,145,4.668,4.668,6.138,1,3,-,-,-,-,2.242,77.384,79.199,12,12,2,21,13,3,31,14,1,14,15,5,15,23,2,32,24,2,24,25,2,25,34,3,34,35,3,35,45,5,54,1,2,2,2,1,2,1,Q31|8|3-2|4|7|9|5|6|1-2|2-2|10,21,1
453,29,4,3,3,3,0,0,0,0,0,68.80.159.197,1,2018-08-29 16:17,40.26049805,-75.6155014,477,67.644,67.644,68.388,1,3,-,-,-,-,4.982,124.739,126.172,11,12,1,12,13,1,31,14,1,14,15,1,51,23,3,23,24,4,42,25,5,52,34,4,43,35,5,53,45,4,54,1,2,3,1,1,2,5,Q31|6|1-2|4|7|5|2-2|9|3-2|10|8,21,1
454,29,4,3,0,3,0,0,0,0,0,172.58.27.112,1,2018-08-29 21:38,34.08149719,-118.1791992,378,6.791,8.399,11.933,2,3,-,-,-,-,47.763,137.041,137.923,12,12,2,21,13,3,31,14,4,41,15,5,15,23,2,32,24,4,42,25,2,25,34,3,34,35,5,53,45,5,54,1,4,4,4,1,3,1,Q31|9|3-2|5|7|4|10|6|8|2-2|1-2,12,0
455,29,4,3,3,3,0,0,0,0,0,66.128.165.117,1,2018-08-29 23:35,44.57299805,-97.17890167,782,10.844,92.53,93.756,4,3,-,-,-,-,6.981,165.641,166.872,26,12,2,21,13,3,13,14,4,41,15,5,15,23,2,23,24,2,24,25,5,52,34,3,34,35,5,53,45,5,45,0,2,2,1,1,7,1,Q31|2-2|9|10|4|7|5|1-2|3-2|8|6,21,1
456,29,4,3,0,3,0,0,0,0,0,73.189.168.25,1,2018-08-30 1:40,37.80470276,-122.2124023,104,2.722,2.722,5.604,1,3,-,-,-,-,3.004,45.991,49.03,26,12,1,21,13,1,13,14,1,41,15,1,15,23,2,23,24,2,42,25,2,25,34,3,34,35,5,53,45,5,45,99,1,2,4,1,1,5,Q31|3-2|6|4|9|5|1-2|10|7|8|2-2,21,1
457,29,4,3,3,3,0,0,0,0,0,99.2.201.238,1,2018-09-04 10:59,42.88690186,-88.00959778,149,12.301,15.101,16.557,2,3,-,-,-,-,5.142,54.261,55.189,12,12,2,21,13,3,13,14,4,14,15,5,15,23,3,32,24,2,42,25,5,25,34,3,43,35,3,35,45,4,54,0,4,4,1,2,11,1,Q31|6|10|1-2|5|2-2|9|4|8|3-2|7,21,1
458,29,4,3,3,3,0,0,0,0,0,69.118.248.140,1,2018-09-04 11:20,40.8309021,-73.90699768,334,28.756,28.756,32.978,1,3,-,-,-,-,9.738,82.771,85.171,12,12,2,12,13,3,13,14,1,41,15,5,15,23,3,32,24,2,42,25,5,52,34,3,43,35,5,35,45,5,45,1,2,4,2,2,4,1,Q31|1-2|7|8|10|5|6|2-2|9|3-2|4,12,0
459,29,4,3,0,3,0,0,0,0,0,71.199.227.45,1,2018-09-04 11:22,30.35090637,-81.6446991,319,0,0,33.749,0,3,-,-,-,-,6.047,84.04,85.584,10,12,2,12,13,3,31,14,4,41,15,5,51,23,2,23,24,2,24,25,2,52,34,3,43,35,5,53,45,5,45,1,1,4,3,1,3,1,Q31|7|4|10|6|9|5|3-2|2-2|8|1-2,12,0
461,29,4,3,0,3,0,0,0,0,0,70.180.142.28,1,2018-09-04 16:10,36.11129761,-115.2790985,267,0,0,11.723,0,3,-,-,-,-,6.01,61.422,62.199,10,12,2,21,13,3,31,14,4,14,15,5,15,23,3,32,24,4,42,25,5,52,34,3,43,35,3,53,45,5,45,1,2,4,1,2,6,1,Q31|1-2|7|9|4|2-2|10|3-2|5|6|8,12,0
462,29,4,3,0,3,0,0,0,0,0,104.33.65.133,1,2018-09-04 16:52,34.125,-118.0495987,124,4.644,4.644,6.089,1,3,-,-,-,-,5.509,52.381,53.884,22,12,2,12,13,3,13,14,1,14,15,5,15,23,3,32,24,2,24,25,5,52,34,3,34,35,3,35,45,5,54,0,2,4,4,1,12,1,Q31|8|10|7|5|9|3-2|6|1-2|2-2|4,12,0
463,29,4,3,3,3,0,0,0,0,0,67.162.112.39,1,2018-09-04 19:20,40.31489563,-86.89080048,252,41.779,41.779,42.579,1,3,-,-,-,-,16.04,73.86,75.728,11,12,2,12,13,3,13,14,4,41,15,5,15,23,3,23,24,2,24,25,5,52,34,3,34,35,5,35,45,5,45,0,2,4,1,1,5,1,Q31|3-2|9|10|1-2|5|4|2-2|6|8|7,21,1
464,29,4,3,0,3,0,0,0,0,0,73.6.237.221,1,2018-09-04 20:34,29.67959595,-95.20339966,394,4.605,44.99,48.911,2,3,-,-,-,-,7.48,111.174,112.295,25,12,1,12,13,3,13,14,1,41,15,5,15,23,3,23,24,2,24,25,5,52,34,3,34,35,5,53,45,5,54,0,1,3,2,1,7,5,Q31|7|4|2-2|6|1-2|9|8|10|3-2|5,21,1
465,29,4,3,3,3,0,0,0,0,0,8.36.250.249,1,2018-09-05 5:55,39.82780457,-99.95580292,239,14.039,14.039,15.563,1,3,-,-,-,-,16.972,79.483,80.559,12,12,2,12,13,3,31,14,4,14,15,5,15,23,3,32,24,2,24,25,5,52,34,3,34,35,5,35,45,5,54,0,3,4,1,2,5,4,Q31|9|8|4|10|6|5|3-2|1-2|7|2-2,12,0
466,29,4,3,0,3,0,0,0,0,0,148.74.36.198,1,2018-09-05 9:05,40.65089417,-74.21649933,98,1.518,3.136,4.118,2,3,-,-,-,-,5.303,37.437,39.503,12,12,2,21,13,3,31,14,1,14,15,5,15,23,2,23,24,4,42,25,2,25,34,3,34,35,5,53,45,5,45,0,1,4,1,1,5,2,Q31|8|3-2|10|2-2|9|1-2|7|5|4|6,12,0
467,29,4,3,3,3,0,0,0,0,0,97.99.149.231,1,2018-09-05 13:54,32.66059875,-97.02490234,199,3.468,3.468,7.733,1,3,-,-,-,-,10.719,46.652,48.551,10,12,2,12,13,3,13,14,4,14,15,5,15,23,2,32,24,2,42,25,2,52,34,3,43,35,5,53,45,5,54,0,3,3,1,2,8,1,Q31|8|10|7|4|9|1-2|5|6|2-2|3-2,12,0
468,29,4,3,0,3,0,0,0,0,0,50.123.180.50,1,2018-09-05 18:25,33.36149597,-79.27590179,346,0,0,31.726,0,3,-,-,-,-,9.155,113.224,113.872,12,12,2,12,13,3,31,14,4,14,15,5,51,23,2,23,24,2,24,25,2,25,34,3,34,35,5,35,45,5,54,1,2,4,1,1,5,1,Q31|7|1-2|2-2|6|8|10|4|3-2|5|9,21,1
469,29,4,3,3,3,0,0,0,0,0,66.87.152.212,1,2018-09-06 10:44,36.10400391,-86.65989685,209,2.24,29.257,30.002,3,3,-,-,-,-,5.262,70.266,71.387,41,12,2,12,13,3,31,14,4,14,15,5,15,23,2,23,24,2,24,25,2,25,34,3,43,35,5,35,45,5,54,0,1,4,1,1,11,1,Q31|10|8|1-2|4|9|6|5|7|3-2|2-2,21,1
470,29,4,3,0,3,0,0,0,0,0,104.244.146.67,1,2018-09-06 15:56,32.16560364,-85.67079926,241,0,0,3.184,0,3,-,-,-,-,1.025,43.267,44.252,15,12,2,12,13,3,13,14,1,41,15,1,51,23,3,23,24,2,24,25,5,25,34,3,34,35,5,35,45,5,45,0,3,2,3,1,6,1,Q31|3-2|4|6|10|1-2|7|5|8|9|2-2,12,0
471,29,4,3,0,3,0,0,0,0,0,24.246.109.114,1,2018-09-07 8:29,40.95129395,-73.87729645,154,7.779,7.779,8.243,1,3,-,-,-,-,5.454,36.025,36.713,10,12,2,12,13,3,13,14,4,41,15,5,51,23,2,32,24,2,24,25,2,25,34,3,34,35,5,35,45,5,45,0,2,4,1,1,5,1,Q31|3-2|5|4|7|2-2|9|8|1-2|10|6,12,0
472,29,4,3,3,3,0,0,0,0,0,71.45.116.226,1,2018-09-13 10:49,33.605896,-86.7589035,143,2.792,2.792,11.916,1,3,-,-,-,-,8.372,52.809,53.712,12,12,1,12,13,1,31,14,1,41,15,1,51,23,2,23,24,4,24,25,2,52,34,3,43,35,3,53,45,4,45,0,5,3,3,2,3,1,Q31|7|1-2|9|4|6|3-2|8|10|5|2-2,21,1
473,29,4,3,3,3,0,0,0,0,0,70.190.188.38,1,2018-09-13 10:51,33.65739441,-112.2462997,199,20.367,20.367,21.403,1,3,-,-,-,-,8.155,61.316,63.877,11,12,2,21,13,3,31,14,4,14,15,5,15,23,2,23,24,2,42,25,5,25,34,3,43,35,5,53,45,5,54,0,3,2,1,2,4,1,Q31|6|1-2|10|9|2-2|3-2|5|7|4|8,21,1
